ham	U still going to the mall?
ham	Alright, see you in a bit
ham	, how's things? Just a quick question.
ham	Good afternoon loverboy ! How goes you day ? Any luck come your way? I think of you, sweetie and send my love across the sea to make you smile and happy
ham	Dude avatar 3d was imp. At one point i thought there were actually flies in the room and almost tried hittng one as a reflex
ham	How are you doing? Hope you've settled in for the new school year. Just wishin you a gr8 day
ham	I am not having her number sir
ham	This is hoping you enjoyed your game yesterday. Sorry i've not been in touch but pls know that you are fondly bein thot off. Have a great week. Abiola
ham	So ü'll be submitting da project tmr rite?
ham	Anytime...
ham	Jus finish blowing my hair. U finish dinner already?
ham	In other news after hassling me to get him weed for a week andres has no money. HAUGHAIGHGTUJHYGUJ
ham	Some of them told accenture is not confirm. Is it true.
ham	One day a crab was running on the sea shore..The waves came n cleared the footprints of the crab.. Crab asked: being my frnd y r u clearing my beautiful footprints? Waves replied: A fox was following ur footprints to catch you! thats y i cleared it off:) frndsship never lets u dwn :-) GUD nyt..
ham	Havent stuck at orchard in my dad's car. Going 4 dinner now. U leh? So r they free tonight?
ham	Cab is available.they pick up and drop at door steps.
ham	That's very rude, you on campus?
ham	No need lar i go engin? Cos my sis at arts today...
ham	Yes obviously, but you are the eggs-pert and the potato head… Speak soon! 
ham	X2  &lt;#&gt; . Are you going to get that
ham	Idk. You keep saying that you're not, but since he moved, we keep butting heads over freedom vs. responsibility. And i'm tired. I have so much other shit to deal with that i'm barely keeping myself together once this gets added to it.
ham	On the road so cant txt
ham	Pick you up bout 7.30ish? What time are  and that going?
ham	Ya! when are ü taking ure practical lessons? I start in june..  
ham	Awesome question with a cute answer: Someone asked a boy "how is ur life?" . . He smiled &amp; answered: . . "She is fine!" Gudnite
ham	Yo! Howz u? girls never rang after india. L
ham	I promise to take good care of you, princess. I have to run now. Please send pics when you get a chance. Ttyl!
ham	Cool, we shall go and see, have to go to tip anyway. Are you at home, got something to drop in later? So lets go to town tonight! Maybe mum can take us in.
ham	Tell me they're female :V how're you throwing in? We're deciding what all to get now
ham	No! But we found a diff farm shop to buy some cheese. On way back now, can i call in?
ham	I want kfc its Tuesday. Only buy 2 meals ONLY 2. No gravy. Only 2 Mark. 2!
ham	Reason is if the team budget is available at last they buy the unsold players for at base rate..
ham	Good afternoon my boytoy. How goes that walking here and there day ? Did you get that police abstract? Are you still out and about? I wake and miss you babe
ham	Ujhhhhhhh computer shipped out with address to sandiago and parantella lane. Wtf. Poop.
ham	If we win its really no 1 side for long time.
ham	Yes..gauti and sehwag out of odi series.
ham	Thank u. IT BETTER WORK OUT CAUSE I WILL FEEL USED OTHERWISE
ham	7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st "Ur Lovely Friendship"... good morning dear
ham	This weekend is fine (an excuse not to do too much decorating)
ham	Oh dang! I didn't mean o send that to you! Lol!
ham	That sucks. So what do you got planned for your yo valentine? I am your yo valentine aren't I?
ham	I'll be in sch fr 4-6... I dun haf da book in sch... It's at home...
ham	Ok then i will come to ur home after half an hour
ham	Just seeing your missed call my dear brother. Do have a gr8 day.
ham	I see a cup of coffee animation
ham	As in missionary hook up, doggy hook up, standing...|
ham	Can you pls pls send me a mail on all you know about relatives coming to deliver here? All you know about costs, risks, benefits and anything else. Thanks.
ham	Hey cutie. How goes it? Here in WALES its kinda ok. There is like hills and shit but i still avent killed myself. 
ham	And whenever you and i see we can still hook up too.
ham	hi baby im sat on the bloody bus at the mo and i wont be home until about 7:30 wanna do somethin later? call me later ortxt back jess xx
ham	WE REGRET TO INFORM U THAT THE NHS HAS MADE A MISTAKE.U WERE NEVER ACTUALLY BORN.PLEASE REPORT 2 YOR LOCAL HOSPITAL 2B TERMINATED.WE R SORRY 4 THE INCONVENIENCE
ham	Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..
ham	DO NOT B LATE LOVE MUM
ham	Jane babes not goin 2 wrk, feel ill after lst nite. Foned in already cover 4 me chuck.:-)
ham	What you thinked about me. First time you saw me in class.
ham	Plz note: if anyone calling from a mobile Co. &amp; asks u to type # &lt;#&gt;  or # &lt;#&gt; . Do not do so. Disconnect the call,coz it iz an attempt of 'terrorist' to make use of the sim card no. Itz confirmd by nokia n motorola n has been verified by CNN IBN.
ham	Saw Guys and Dolls last night with Patrick Swayze it was great
ham	Bill, as in: Are there any letters for me. i’m expecting one from orange that isn’t a bill but may still say orange on it.
ham	I know you are serving. I mean what are you doing now.
ham	BABE !!! I miiiiiiissssssssss you ! I need you !!! I crave you !!! :-( ... Geeee ... I'm so sad without you babe ... I love you ...
ham	Company is very good.environment is terrific and food is really nice:)
ham	HEY THERE BABE, HOW U DOIN? WOT U UP 2 2NITE LOVE ANNIE X.
ham	What time is ur flight tmr?
ham	Okie
ham	If he started searching he will get job in few days.he have great potential and talent.
ham	Gam gone after outstanding innings.
ham	S da..al r above  &lt;#&gt;
ham	Im sorry bout last nite it wasnt ur fault it was me, spouse it was pmt or sumthin! U 4give me? I think u shldxxxx
ham	Solve d Case : A Man Was Found Murdered On  &lt;DECIMAL&gt; . &lt;#&gt;  AfterNoon. 1,His wife called Police. 2,Police questioned everyone. 3,Wife: Sir,I was sleeping, when the murder took place. 4.Cook: I was cooking. 5.Gardener: I was picking vegetables. 6.House-Maid: I went 2 d post office. 7.Children: We went 2 play. 8.Neighbour: We went 2 a marriage. Police arrested d murderer Immediately. Who's It? Reply With Reason, If U r Brilliant.
ham	Finish already... Yar they keep saying i mushy... I so embarrassed ok...
ham	Geeee ... I miss you already, you know ? Your all I can think about. Fuck, I can't wait till next year when we will be together ... *loving kiss*
ham	Lol I would but my mom would have a fit and tell the whole family how crazy and terrible I am
ham	Dont give a monkeys wot they think and i certainly don't mind. Any friend of mine&all that! Just don't sleep wiv , that wud be annoyin!
ham	Ü dun wan to watch infernal affair?
ham	Convey my regards to him
ham	Did either of you have any idea's? Do you know of anyplaces doing something?
ham	Let Ur Heart Be Ur Compass Ur Mind Ur Map Ur Soul Ur Guide And U Will Never loose in world....gnun - Sent via WAY2SMS.COM
ham	Ok da, i already planned. I wil pick you.
ham	Yup i thk cine is better cos no need 2 go down 2 plaza mah.
ham	Thanks, I'll keep that in mind
ham	Everybody had fun this evening. Miss you.
ham	Also hi wesley how've you been
ham	U wake up already? Thanx 4 e tau sar piah it's quite nice.
ham	Dunno da next show aft 6 is 850. Toa payoh got 650.
ham	Not thought bout it... || Drink in tap & spile at seven. || Is that pub on gas st off broad st by canal. || Ok?
ham	Oh oh... Den muz change plan liao... Go back have to yan jiu again...
ham	Oh... Haha... Den we shld had went today too... Gee, nvm la... Kaiez, i dun mind goin jazz oso... Scared hiphop open cant catch up... 
ham	Den wat will e schedule b lk on sun?
ham	Haha just kidding, papa needs drugs
ham	Sorry,in meeting I'll call later
ham	I need an 8th but I'm off campus atm, could I pick up in an hour or two?
ham	In meeting da. I will call you
ham	Lol that's different. I don't go trying to find every real life photo you ever took.
ham	I fetch yun or u fetch?
ham	Sorry i cant take your call right now. It so happens that there r 2waxsto do wat you want. She can come and ill get her medical insurance. And she'll be able to deliver and have basic care. I'm currently shopping for the right medical insurance for her. So just give me til friday morning. Thats when i.ll see the major person that can guide me to the right insurance.
ham	Alex knows a guy who sells mids but he's down in south tampa and I don't think I could set it up before like 8
ham	How come she can get it? Should b quite diff to guess rite...
ham	You still at the game?
ham	She told to hr that he want posting in chennai:)because i'm working here:)
ham	Very strange.  and  are watching the 2nd one now but i'm in bed. Sweet dreams, miss u 
ham	Best msg: It's hard to be with a person, when u know that one more step foward will make u fall in love.. &amp; One step back can ruin ur friendship.. good night:-) ...
ham	Hey ! Don't forget ... You are MINE ... For ME ... My possession ... MY property ... MMM ... *childish smile* ...
ham	How about clothes, jewelry, and trips?
ham	I've got ten bucks, jay is being noncomittal
ham	Re your call; You didn't see my facebook huh?
ham	K actually can you guys meet me at the sunoco on howard? It should be right on the way
ham	WHEN THE FIRST STRIKE IS A RED ONE. THE BIRD + ANTELOPE BEGIN TOPLAY IN THE FIELDOF SELFINDEPENDENCE BELIEVE THIS + THE FLOWER OF CONTENTION WILL GROW.RANDOM!
ham	Doing project w frens lor. 
ham	U should have made an appointment
ham	Like a personal sized or what
ham	Going thru a very different feeling.wavering decisions and coping up with the same is the same individual.time will heal everything i believe.
ham	He has lots of used ones babe, but the model doesn't help. Youi have to bring it over and he'll match it up
ham	Hey i've booked the pilates and yoga lesson already... Haha
ham	I dont thnk its a wrong calling between us
ham	You tell what happen dont behave like this to me. Ok no need to say
ham	Ok lor...
ham	Convey my regards to him
ham	He's just gonna worry for nothing. And he won't give you money its no use.
ham	But i'm surprised she still can guess right lor...
ham	K so am I, how much for an 8th? Fifty?
ham	So there's a ring that comes with the guys costumes. It's there so they can gift their future yowifes. Hint hint
ham	Message:some text missing* Sender:Name Missing* *Number Missing *Sent:Date missing *Missing U a lot thats y everything is missing sent via fullonsms.com
ham	did u get that message
ham	If you r @ home then come down within 5 min
ham	When are you guys leaving?
ham	Jay told me already, will do
ham	Pls ask macho how much is budget for bb bold 2 is cos i saw a new one for  &lt;#&gt;  dollars.
ham	Ooooooh I forgot to tell u I can get on yoville on my phone
ham	(And my man carlos is definitely coming by mu tonight, no excuses)
ham	I though we shd go out n have some fun so bar in town or something – sound ok?
ham	You could have seen me..i did't recognise you Face.:)
ham	Did u find out what time the bus is at coz i need to sort some stuff out.
ham	I sent you the prices and do you mean the  &lt;#&gt; g,
ham	How to Make a girl Happy? It's not at all difficult to make girls happy. U only need to be... 1. A friend 2. Companion 3. Lover 4. Chef . . .  &lt;#&gt; . Good listener  &lt;#&gt; . Organizer  &lt;#&gt; . Good boyfriend  &lt;#&gt; . Very clean  &lt;#&gt; . Sympathetic  &lt;#&gt; . Athletic  &lt;#&gt; . Warm . . .  &lt;#&gt; . Courageous  &lt;#&gt; . Determined  &lt;#&gt; . True  &lt;#&gt; . Dependable  &lt;#&gt; . Intelligent . . .  &lt;#&gt; . Psychologist  &lt;#&gt; . Pest exterminator  &lt;#&gt; . Psychiatrist  &lt;#&gt; . Healer . .  &lt;#&gt; . Stylist  &lt;#&gt; . Driver . . Aaniye pudunga venaam..
ham	Doing my masters. When will you buy a bb cos i have for sale and how's bf
ham	Just finished. Missing you plenty
ham	Found it, ENC  &lt;#&gt; , where you at?
ham	Gudnite....tc...practice going on
ham	U should make a fb list
ham	Oh god i am happy to see your message after 3 days
ham	I guess you could be as good an excuse as any, lol.
ham	Wait, do you know if wesleys in town? I bet she does hella drugs!
ham	Well she's in for a big surprise!
ham	Can not use foreign stamps in this country.
ham	By monday next week. Give me the full gist
ham	Hey morning what you come to ask:-) pa...
ham	Whatsup there. Dont u want to sleep
ham	Eh u send wrongly lar...
ham	Good evening! this is roger. How are you?
ham	So wat's da decision?
ham	The message sent is askin for  &lt;#&gt; dollars. Shoul i pay  &lt;#&gt;  or  &lt;#&gt; ?
ham	Hi here. have birth at on the  to  at 8lb 7oz. Mother and baby doing brilliantly.
ham	Have your lunch and come quickly and open the door:)
ham	Lol well don't do it without me. We could have a big sale together.
ham	Oh god..taken the teeth?is it paining
ham	No go. No openings for that room 'til after thanksgiving without an upcharge.
ham	Had the money issue weigh me down but thanks to you, I can breathe easier now. I.ll make sure you dont regret it. Thanks.
ham	Whenevr ur sad, Whenevr ur gray, Remembr im here 2 listn 2 watevr u wanna say, Jus walk wid me a little while,&amp; I promise I'll bring back ur smile.:-)
ham	Yes just finished watching days of our lives. I love it.
ham	Haha... Yup hopefully  we will lose a few kg by mon. after hip hop can go orchard and weigh again
ham	He remains a bro amongst bros
ham	Yes, princess. Are you going to make me moan?
ham	Sir, waiting for your letter.
ham	Hmm. Shall i bring a bottle of wine to keep us amused? Just joking! I'll still bring a bottle. Red or white? See you tomorrow
ham	No did you check? I got his detailed message now
ham	will you like to be spoiled? :)
ham	The search 4 happiness is 1 of d main sources of unhappiness! Accept life the way it comes! U will find happiness in every moment u live.
ham	Appt is at &lt;TIME&gt; am. Not my fault u don't listen. I told u twice
ham	Have a good trip. Watch out for . Remember when you get back we must decide about easter.
ham	When are you going to ride your bike?
ham	What time do u get out?
ham	IM FINE BABES AINT BEEN UP 2 MUCH THO! SAW SCARY MOVIE YEST ITS QUITE FUNNY! WANT 2MRW AFTERNOON? AT TOWN OR MALL OR SUMTHIN?xx
ham	Give me a sec to think think about it
ham	Wat's da model num of ur phone?
ham	The house is on the water with a dock, a boat rolled up with a newscaster who dabbles in jazz flute behind the wheel
ham	He needs to stop going to bed and make with the fucking dealing
ham	Hi dis is yijue i would be happy to work wif ü all for gek1510...
ham	Sry da..jst nw only i came to home..
ham	Noice. Text me when you're here
ham	Mmmmmm ... I love you,so much, Ahmad ... I can't wait for this year to begin as every second takes me closer to being at your side. Happy New Year, my love!!
ham	Hi darlin im on helens fone im gonna b up the princes 2 nite please come up tb love Kate
ham	Sitting ard nothing to do lor. U leh busy w work?
ham	Hmm thinking lor...
ham	Depends on where u going lor.
ham	Me n him so funny...
ham	Yar i wanted 2 scold u yest but late already... I where got zhong se qing you? If u ask me b4 he ask me then i'll go out w u all lor. N u still can act so real.
ham	SO IS TH GOWER MATE WHICH IS WHERE I AM!?! HOW R U MAN? ALL IS GOOD IN WALES ILL B BACK MORROW. C U THIS WK? WHO WAS THE MSG 4?  RANDOM!
ham	Fyi I'm gonna call you sporadically starting at like  &lt;#&gt;  bc we are not not doin this shit
ham	K fyi x has a ride early tomorrow morning but he's crashing at our place tonight
ham	Havent planning to buy later. I check already lido only got 530 show in e afternoon. U finish work already?
ham	Aight I've been set free, think you could text me blake's address? It occurs to me I'm not quite as sure what I'm doing as I thought I was
ham	Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish. As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there. She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife, My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!
ham	Becoz its  &lt;#&gt;  jan whn al the post ofice is in holiday so she cn go fr the post ofice...got it duffer
ham	Come aftr  &lt;DECIMAL&gt; ..now i m cleaning the house
ham	You call him and tell now infront of them. Call him now.
ham	Now press conference da:)
ham	No one interested. May be some business plan.
ham	It only does simple arithmetic not percentages.
ham	1) Go to write msg 2) Put on Dictionary mode 3)Cover the screen with hand, 4)Press  &lt;#&gt; . 5)Gently remove Ur hand.. Its interesting..:)
ham	What happen dear tell me
ham	Yes. Rent is very expensive so its the way we save.
ham	Hey... What time is your driving on fri? We go for evaluation on fri?
ham	I dun believe u. I thk u told him.
ham	No it will reach by 9 only. She telling she will be there. I dont know
ham	Shopping lor. Them raining mah hard 2 leave orchard.
ham	I've been searching for the right words to thank you for this breather. I promise i wont take your help for granted and will fulfil my promise. You have been wonderful and a blessing at all times.
ham	I am back. Good journey! Let me know if you need any of the receipts. Shall i tell you like the pendent?
ham	Where u been hiding stranger?
ham	Lol grr my mom is taking forever with my prescription. Pharmacy is like 2 minutes away. Ugh.
ham	Feel Yourself That You Are Always Happy.. Slowly It Becomes Your Habit &amp; Finally It Becomes Part Of Your Life.. Follow It.. Happy Morning &amp; Have A Happy Day:)
ham	Get down in gandhipuram and walk to cross cut road. Right side &lt;#&gt; street road and turn at first right.
ham	Happy birthday... May all ur dreams come true...
ham	When ü login dat time... Dad fetching ü home now?
ham	Forgot to tell ü smth.. Can ü like number the sections so that it's clearer..
ham	Yep, by the pretty sculpture
ham	"SYMPTOMS" when U are in love: "1.U like listening songs 2.U get stopped where u see the name of your beloved 3.U won't get angry when your
ham	What you did in  leave.
ham	Oh just getting even with u.... u?
ham	If I get there before you after your ten billion calls and texts so help me god
ham	God bless.get good sleep my dear...i will pray!
ham	I WILL CAL YOU SIR. In meeting
ham	"Gimme a few" was  &lt;#&gt;  minutes ago
ham	&lt;#&gt;  great loxahatchee xmas tree burning update: you can totally see stars here
ham	Sleeping nt feeling well
ham	Dear umma she called me now :-)
ham	Now only i reached home. . . I am very tired now. . I will come tomorro
ham	U definitely need a module from e humanities dis sem izzit? U wan 2 take other modules 1st?
ham	R u over scratching it?
ham	In the end she might still vomit but its okay. Not everything will come out.
ham	Mm i am on the way to railway
ham	Ok...
ham	Done it but internet connection v slow and can‘t send it. Will try again later or first thing tomo.
ham	Are you wet right now?
ham	I'm really not up to it still tonight babe
ham	TODAY is Sorry day.! If ever i was angry with you, if ever i misbehaved or hurt you? plz plz JUST SLAP URSELF Bcoz, Its ur fault, I'm basically GOOD
ham	How much r ü willing to pay?
ham	MMM ... Fuck .... Merry Christmas to me
ham	Pete,is this your phone still? Its Jenny from college and Leanne.what are you up to now?:)
ham	I call you later, don't have network. If urgnt, sms me.
ham	House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..
ham	Im in inperialmusic listening2the weirdest track ever byleafcutter john-sounds like insects being molested&someone plumbing,remixed by evil men on acid!
ham	K.:)do it at evening da:)urgent:)
ham	Thursday night? Yeah, sure thing, we'll work it out then
ham	R u sure they'll understand that! Wine * good idea just had a slurp!
ham	Ok i've sent u da latest version of da project.
ham	Thats cool. i am a gentleman and will treat you with dignity and respect.
ham	Need a coffee run tomo?Can't believe it's that time of week already
ham	Can you do online transaction?
ham	Just arrived, see you in a couple days &lt;3
ham	Didn't you get hep b immunisation in nigeria.
ham	Dis is yijue. I jus saw ur mail. In case huiming havent sent u my num. Dis is my num.
ham	When people see my msgs, They think Iam addicted to msging... They are wrong, Bcoz They don\'t know that Iam addicted to my sweet Friends..!! BSLVYL
ham	I got arrested for possession at, I shit you not,  &lt;TIME&gt;  pm
ham	Do you want bold 2 or bb torch
ham	Call me. I m unable to cal. Lets meet bhaskar, and deep
ham	You know, wot people wear. T shirts, jumpers, hat, belt, is all we know. We r at Cribbs
ham	Ok thanx... Take care then...
ham	Er mw im filled tuth is aight
ham	You only hate me. You can call any but you didnt accept even a single call of mine. Or even you messaged
ham	So that takes away some money worries
ham	Ok.
ham	Go where n buy? Juz buy when we get there lar.
ham	Not to worry. I'm sure you'll get it.
ham	Ok... Thanx... Gd nite 2 ü too...
ham	How will I creep on you now? ;_;
ham	Ok. How many should i buy.
ham	Dunno he jus say go lido. Same time 930.
ham	7 lor... Change 2 suntec... Wat time u coming?
ham	Well there's a pattern emerging of my friends telling me to drive up and come smoke with them and then telling me that I'm a weed fiend/make them smoke too much/impede their doing other things so you see how I'm hesitant
ham	As usual..iam fine, happy &amp; doing well..:)
ham	Those cocksuckers. If it makes you feel better ipads are worthless garbage novelty items and you should feel bad for even wanting one
ham	Sorry, I'll call later
ham	Mum, i've sent you many many messages since i got here. I just want to know that you are actually getting them. Do enjoy the rest of your day.
ham	Think + da. You wil do.
ham	Wewa is 130. Iriver 255. All 128 mb.
ham	Or ü go buy wif him then i meet ü later can?
ham	Hi elaine, is today's meeting confirmed?
ham	HI HUN! IM NOT COMIN 2NITE-TELL EVERY1 IM SORRY 4 ME, HOPE U AVA GOODTIME!OLI RANG MELNITE IFINK IT MITE B SORTED,BUT IL EXPLAIN EVERYTHIN ON MON.L8RS.x
ham	Lol I know! They're so dramatic. Schools already closed for tomorrow. Apparently we can't drive in the inch of snow were supposed to get.
ham	Ron say fri leh. N he said ding tai feng cant make reservations. But he said wait lor.
ham	Wa... U so efficient... Gee... Thanx...
ham	All e best 4 ur driving tmr :-)
ham	Idea will soon get converted to live:)
ham	Just got outta class gonna go gym.
ham	When can ü come out?
ham	Its on in engalnd! But telly has decided it won't let me watch it and mia and elliot were kissing! Damn it!
ham	Wa, ur openin sentence very formal... Anyway, i'm fine too, juz tt i'm eatin too much n puttin on weight...Haha... So anythin special happened?
ham	Oh ho. Is this the first time u use these type of words
ham	Got hella gas money, want to go on a grand nature adventure with galileo in a little bit?
ham	I've told you everything will stop. Just dont let her get dehydrated.
ham	Sorry battery died, yeah I'm here
ham	A boy was late 2 home. His father: "POWER OF FRNDSHIP"
ham	K.k:)when are you going?
ham	He said that he had a right giggle when he saw u again! You would possibly be the first person2die from NVQ, but think how much you could for! 
ham	Got fujitsu, ibm, hp, toshiba... Got a lot of model how to say...
ham	If you're thinking of lifting me one then no.
ham	Lol ... Oh no babe, I wont be sliding into your place after midnight, but thanks for the invite
ham	I will see in half an hour
ham	For real when u getting on yo? I only need 2 more tickets and one more jacket and I'm done. I already used all my multis.
ham	Very hurting n meaningful lines ever: "I compromised everything for my love, But at d end my love compromised me for everything:-(".. Gud mornin:-)
ham	Isn't frnd a necesity in life? imagine urself witout a frnd.. hw'd u feel at ur colleg? wat'll u do wth ur cell? wat abt functions? thnk abt events espe'll cared, missed &amp; irritated u? 4wrd it to all those dear-loving frnds wthout whom u cant live.. I jst did it.. Takecare..:) GOODMORNING
ham	Haven't eaten all day. I'm sitting here staring at this juicy pizza and I can't eat it. These meds are ruining my life.
ham	Yes but i dont care! I need you bad, princess!
ham	Fwiw the reason I'm only around when it's time to smoke is that because of gas I can only afford to be around when someone tells me to be and that apparently only happens when somebody wants to light up
ham	I can take you at like noon
ham	So li hai... Me bored now da lecturer repeating last weeks stuff waste time... 
ham	Lol for real. She told my dad I have cancer
ham	He's in lag. That's just the sad part but we keep in touch thanks to skype
ham	No she didnt. I will search online and let you know.
ham	Guy, no flash me now. If you go call me, call me. How madam. Take care oh.
ham	Stupid.its not possible
ham	And that's fine, I got enough bud to last most of the night at least
ham	Dear where you will be when i reach there
ham	Your pussy is perfect!
ham	Ugh. Gotta drive back to sd from la. My butt is sore.
ham	Am i that much dirty fellow?
ham	I'm sick !! I'm needy !! I want you !! *pouts* *stomps feet* Where are you ?! *pouts* *stomps feet* I want my slave !! I want him now !!
ham	Wat r u doing?
ham	Senthil group company Apnt 5pm.
ham	Thankyou so much for the call. I appreciate your care.
ham	alright tyler's got a minor crisis and has to be home sooner than he thought so be here asap
ham	I can probably come by, everybody's done around  &lt;#&gt;  right?
ham	Hi! You just spoke to MANEESHA V. We'd like to know if you were satisfied with the experience. Reply Toll Free with Yes or No.
ham	Jus finish bathing...
ham	Hello hun how ru? Its here by the way. Im good. Been on 2 dates with that guy i met in walkabout so far. We have to meet up soon. Hows everyone else?
ham	Can you tell Shola to please go to college of medicine and visit the academic department, tell the academic secretary what the current situation is and ask if she can transfer there. She should ask someone to check Sagamu for the same thing and lautech. Its vital she completes her medical education in Nigeria. Its less expensive much less expensive. Unless she will be getting citizen rates in new zealand.
ham	Cuz ibored. And don wanna study
ham	Yeah, probably but not sure. Ilol let u know, but personally I wuldnt bother, then again if ur goin to then I mite as well!!
ham	Havent.
ham	Nope but i'll b going 2 sch on fri quite early lor cos mys sis got paper in da morn :-)
ham	MAKE SURE ALEX KNOWS HIS BIRTHDAY IS OVER IN FIFTEEN MINUTES AS FAR AS YOU'RE CONCERNED
ham	Please sen :)my kind advice :-)please come here and try:-)
ham	Ü no home work to do meh... 
ham	Ok lar i double check wif da hair dresser already he said wun cut v short. He said will cut until i look nice.
ham	We have to pick rayan macleran there.
ham	Ok i go change also...
ham	ALSO TELL HIM I SAID HAPPY BIRTHDAY
ham	You sure your neighbors didnt pick it up
ham	Somewhr someone is surely made 4 u. And God has decided a perfect time to make u meet dat person. . . . till den, . . . . . Enjoy ur crushes..!!!;-)
ham	Oh great. I.ll disturb him more so that we can talk.
ham	Also remember to get dobby's bowl from your car
ham	&lt;#&gt; , that's all? Guess that's easy enough
ham	Yes :)it completely in out of form:)clark also utter waste.
ham	The monthly amount is not that terrible and you will not pay anything till 6months after finishing school.
ham	You all ready for * big day tomorrow?
ham	Unni thank you dear for the recharge..Rakhesh
ham	Oh really? perform, write a paper, go to a movie AND be home by midnight, huh?
ham	What to think no one saying clearly. Ok leave no need to ask her. I will go if she come or not
ham	Hasn't that been the pattern recently crap weekends?
ham	ELLO BABE U OK?
ham	Where are you ? You said you would be here when I woke ... :-(
ham	Wow so healthy. Old airport rd lor. Cant thk of anything else. But i'll b bathing my dog later.
ham	You in your room? I need a few
ham	Kothi print out marandratha.
ham	Give her something to drink, if she takes it and doesn't vomit then you her temp might drop. If she unmits however let me know.
ham	Dear reached railway. What happen to you
ham	Watch lor. I saw a few swatch one i thk quite ok. Ard 116 but i need 2nd opinion leh...
ham	TaKe CaRE n gET WeLL sOOn
ham	Call me when you get the chance plz &lt;3
ham	Fighting with the world is easy, u either win or lose bt fightng with some1 who is close to u is dificult if u lose - u lose if u win - u still lose.
